Emissor;Ativo;Data de Registro CVM;Data de Emissão;Data da 1ª Repactuação;Data de Vencimento;Prazo (em anos) de Vencimento;Prazo (em anos) de Repactuação;Sit;Tipo de Remuneração;Tipo de Correção;Forma;Classe;Garantia;Ramo
CONCESSIONARIA ROTA DAS BANDEIRAS S/A;CBAN11;28/07/2010;15/06/2010;-;15/01/2024;13,6;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Subordinada;Transporte e Logística
CHAPADA DO PIAUI  I  HOLDING SA;CHPA11;16/09/2015;15/08/2015;-;15/03/2029;13,6;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;
SANTA CRUZ POWER CORPORATION USINAS HIDROELETRICAS S/A;POWE41;01/07/2013;15/06/2013;-;15/03/2027;13,8;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Real;Energia Elétrica
SANTA CRUZ POWER CORPORATION USINAS HIDROELETRICAS S/A;POWE11;01/07/2013;15/06/2013;-;15/06/2027;14,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Real;Energia Elétrica
SANTA VITORIA DO PALMAR HOLDING SA;SVIT11;30/10/2014;15/06/2014;-;15/06/2028;14,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Real;Energia Elétrica
TRANSMISSORA SUL BRASILEIRA DE ENERGIA SA;TSBE12;21/10/2014;15/09/2014;-;15/09/2028;14,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Real;Energia Elétrica
CONCESSIONARIA ROTA DAS BANDEIRAS S/A;CBAN21;28/07/2010;15/06/2010;-;15/07/2024;14,1;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Subordinada;Transporte e Logística
CANABRAVA ENERGETICA S/A;CNBE11;18/05/2010;18/05/2010;-;01/12/2024;14,6;-;Reg;IGP-M;Correção Monetária;Escritural;Não Conversível;Real;Agronegócios
LDC SEV BIOENERGIA S/A;LDCS11;21/09/2011;26/10/2009;-;10/07/2024;14,7;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Agronegócios
BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;BRAM16;24/06/2011;20/06/2011;-;20/06/2026;15,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
BV LEASING ARRENDAMENTO MERCANTIL SA;BVLS24;19/07/2007;01/07/2007;-;01/07/2022;15,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
CAMPOS NOVOS ENERGIA S/A;CNEN11;13/12/2010;14/12/2010;15/12/2014;15/12/2025;15,0;4,0;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
ELDORADO BRASIL CELULOSE SA;ELDO12;14/12/2012;01/12/2012;-;01/12/2027;15,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Papel e Celulose
CONCESSIONARIA RODOVIAS DO TIETE S/A;RDVT11;03/07/2013;15/06/2013;-;15/06/2028;15,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Real;Transporte e Logística
CIA SANEAMENTO BASICO EST SP - SABESP;SBESA2;22/06/2010;22/06/2010;-;01/06/2025;15,0;-;Reg;TR;Integrante de Juros;Escritural;Não Conversível;Quirografária;Saneamento
SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;STBA11;27/07/2005;01/06/2005;-;01/06/2020;15,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;STBA12;08/12/2005;01/09/2005;-;01/09/2020;15,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;STBA13;11/07/2006;28/04/2006;-;28/04/2021;15,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
VALE S/A;VALE48;05/02/2014;15/01/2014;-;15/01/2029;15,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Mineração
VIARONDON CONCESSIONARIA DE RODOVIA SA;VRDN11;13/06/2012;04/06/2012;-;04/06/2027;15,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Real;Transporte e Logística
LINHAS DE TAUBATE TRANSMISSORA DE ENERGIA SA;LTTE14;24/02/2015;15/12/2014;-;15/03/2030;15,3;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Real;Energia Elétrica
HOPI HARI S/A;PLAY13;10/06/2009;06/03/2009;-;18/06/2024;15,3;-;Reg;INPC;Correção Monetária;Escritural;Não Conversível;Subordinada;Empr e Part
XNICE PARTICIPACOES  SA;XNIC11;02/04/2014;28/02/2014;-;30/05/2029;15,3;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Empr e Part
EMPRESA DE ENERGIA CACHOEIRA CALDEIRAO SA;CADR13;30/01/2015;15/12/2014;-;15/06/2030;15,5;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
MGI - MINAS GERAIS PARTICIPACOES SA;MMGP15;25/11/2015;26/11/2015;-;12/07/2032;16,6;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Empr e Part
LINHAS DE TRANSMISSAO DE MONTES CLAROS SA;LTMC12;25/09/2012;15/08/2012;-;15/04/2029;16,7;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Energia Elétrica
JAURU TRANSMISSORA DE ENERGIA S/A;JAUR12;22/11/2013;15/06/2013;-;15/12/2030;17,5;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
ARAUCARIA SANEAMENTO S/A;ARSN11;07/03/2012;02/03/2012;-;01/03/2030;18,0;-;Reg;TR;Integrante de Juros;Escritural;Não Conversível;Real;Saneamento
SOCIEDADE COMERCIAL E IMPORTADORA HERMES S/A;HERS13;31/01/2012;01/02/2012;-;31/12/2030;18,9;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Comércio Varejista
BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;BRAM11;15/04/2005;01/02/2005;01/02/2010;01/02/2025;20,0;5,0;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;BRAM13;21/09/2005;01/02/2005;01/02/2010;01/02/2025;20,0;5,0;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;BRAM14;25/07/2006;01/02/2005;01/02/2010;01/02/2025;20,0;5,0;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;BRAM15;17/01/2008;02/01/2008;02/01/2013;02/01/2028;20,0;5,0;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;BRAMA7;17/10/2012;15/10/2012;-;15/10/2032;20,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;BRAMB7;17/10/2012;15/10/2012;-;15/10/2032;20,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;BRAMC7;17/10/2012;15/10/2012;-;15/10/2032;20,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;BRAMD7;17/10/2012;15/10/2012;-;15/10/2032;20,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;BRAME7;17/10/2012;15/10/2012;-;15/10/2032;20,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;BRAMF7;17/10/2012;15/10/2012;-;15/10/2032;20,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
BV LEASING ARRENDAMENTO MERCANTIL SA;BVLS14;19/07/2007;01/07/2007;-;01/07/2027;20,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
BV LEASING ARRENDAMENTO MERCANTIL SA;BVLS21;23/06/2006;20/04/2006;-;20/04/2026;20,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
BV LEASING ARRENDAMENTO MERCANTIL SA;BVSA12;08/12/2006;01/11/2006;-;01/11/2026;20,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
OSX CONSTRUCAO NAVAL SA-EM RECJUDICIAL;OSXC21;27/01/2016;08/01/2015;-;08/01/2035;20,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Petróleo e Gás
OSX CONSTRUCAO NAVAL SA-EM RECJUDICIAL;OSXC61;27/01/2016;11/11/2013;-;11/11/2033;20,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Petróleo e Gás
SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;STLM12;22/01/2015;31/01/2015;-;31/01/2035;20,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;STLM13;14/03/2016;15/03/2016;-;15/03/2036;20,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;STLMA1;27/07/2012;25/07/2012;-;25/07/2032;20,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;STLMB1;27/07/2012;25/07/2012;-;25/07/2032;20,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;STLMC1;27/07/2012;25/07/2012;-;25/07/2032;20,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;STLMD1;27/07/2012;25/07/2012;-;25/07/2032;20,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;STLME1;27/07/2012;25/07/2012;-;25/07/2032;20,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;STLMF1;27/07/2012;25/07/2012;-;25/07/2032;20,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
LLX ACU OPERACOES PORTUARIAS SA;LLXA11;14/09/2012;15/09/2012;-;15/08/2033;20,9;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Real;Transporte e Logística
OGX PETROLEO E GAS SA - EM RECUPERACAO JUDICIAL;OGXP11;01/10/2012;28/09/2012;-;30/07/2034;21,9;-;Reg;PRÉ;Integrante de Juros;Escritural;Não Conversível;Quirografária;Petróleo e Gás
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNA8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNB8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNC8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBND8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNE8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNF8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNG8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNH8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNI8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNJ8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNK8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNL8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNM8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNN8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNO8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNP8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNQ8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNR8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNS8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNT8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBNU8;26/01/2012;26/01/2012;-;01/03/2035;23,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
INEPAR S/A - INDUSTRIA E CONSTRUCOES;INPR13;20/12/1996;30/11/1996;-;01/07/2020;23,6;-;Reg;TR;Correção Monetária;Escritural;Não Conversível;Flutuante;Construção Civil
INEPAR S/A - INDUSTRIA E CONSTRUCOES;INPR23;23/12/1996;30/11/1996;-;01/07/2020;23,6;-;Reg;TR;Correção Monetária;Escritural;Conversível;Flutuante;Construção Civil
IRACEMA TRANSMISSORA DE ENERGIA S/A;IRAC11;10/12/2010;10/12/2010;-;10/12/2035;25,0;-;Reg;TR;Integrante de Juros;Escritural;Não Conversível;Real;Energia Elétrica
REDE ENERGIA S/A;RENG14;22/12/2009;23/12/2009;-;20/11/2035;25,9;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;BFBLA8;24/01/2008;01/12/2007;03/12/2012;01/03/2035;27,3;5,0;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBN15;14/11/2007;01/10/2007;-;01/03/2035;27,4;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;BFBLA7;24/07/2007;01/07/2007;01/07/2012;01/03/2035;27,7;5,0;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;BFBLA6;26/07/2006;01/07/2006;01/07/2011;01/03/2035;28,7;5,0;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;DIBN24;14/07/2006;01/06/2006;-;01/03/2035;28,8;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;UBLS17;28/11/2005;01/11/2005;-;01/03/2035;29,4;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;AMRO14;28/09/2005;01/06/2005;-;01/06/2035;30,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;AMRO15;13/06/2006;01/03/2006;-;01/03/2036;30,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;AMRO16;30/11/2006;01/08/2006;-;01/08/2036;30,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
SAFRA LEASING S/A ARREND MERCANTIL;SFLS12;21/11/2005;01/07/2005;-;01/07/2035;30,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
SAFRA LEASING S/A ARREND MERCANTIL;SFLS13;24/05/2007;18/12/2006;-;18/12/2036;30,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
SAFRA LEASING S/A ARREND MERCANTIL;SFLS14;27/07/2007;17/07/2007;-;17/07/2037;30,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
SAFRA LEASING S/A ARREND MERCANTIL;SFLS15;26/10/2007;15/10/2007;-;15/10/2037;30,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;BLAN15;29/03/2005;01/02/2005;-;01/03/2035;30,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;UBLS16;24/03/2005;10/01/2005;-;01/03/2035;30,2;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;ILAMA9;14/01/2005;01/10/2004;01/10/2009;01/03/2035;30,4;5,0;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;ILAMD9;14/01/2005;01/10/2004;01/10/2009;01/03/2035;30,4;5,0;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;ILAM18;10/12/2002;01/11/2002;01/11/2007;01/03/2035;32,4;5,0;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;ILAM28;10/12/2002;01/11/2002;01/11/2007;01/03/2035;32,4;5,0;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;BFBL15;02/12/1997;01/04/1997;-;01/03/2035;37,9;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;LBAM14;09/10/1996;01/08/1996;01/08/1997;01/03/2035;38,6;1,0;Reg;DI;Integrante de Juros;Nominativa;Não Conversível;Subordinada;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;ILAM16;27/12/1996;01/07/1996;01/07/1998;01/03/2035;38,7;2,0;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;ILAM15;21/06/1995;01/04/1995;01/05/1996;01/03/2035;39,9;1,1;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;ILAM25;29/08/1995;01/04/1995;01/02/1996;01/03/2035;39,9;0,8;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;ILAM14;26/10/1993;01/10/1993;01/11/1994;01/03/2035;41,4;1,1;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;ILAM24;07/12/1993;01/10/1993;01/12/1994;01/03/2035;41,4;1,2;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Subordinada;Financeiro
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;BFBL34;16/11/1993;01/07/1992;01/11/1995;01/03/2035;42,7;3,3;Reg;DI;Integrante de Juros;Nominativa;Não Conversível;Subordinada;Financeiro
HOPI HARI S/A;PQTM11;10/03/1997;01/07/1996;-;18/06/2039;43,0;-;Reg;INPC;Correção Monetária;Escritural;Não Conversível;Subordinada;Empr e Part
HOPI HARI S/A;PQTM21;10/03/1997;01/07/1996;-;18/06/2039;43,0;-;Reg;INPC;Correção Monetária;Escritural;Não Conversível;Subordinada;Empr e Part
HOPI HARI S/A;PQTM31;10/03/1997;01/07/1996;-;18/06/2039;43,0;-;Reg;INPC;Correção Monetária;Escritural;Não Conversível;Subordinada;Empr e Part
HOPI HARI S/A;PQTM41;10/03/1997;01/07/1996;-;18/06/2039;43,0;-;Reg;INPC;Correção Monetária;Escritural;Não Conversível;Subordinada;Empr e Part
DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;LBAM13;13/03/1990;05/03/1990;-;05/03/2080;90,1;-;Reg;TR;Correção Monetária;Nominativa;Não Conversível;Subordinada;Financeiro
CONCESSIONARIA RIO - TERESOPOLIS S/A;CRTE11;26/12/2001;31/12/2001;-;01/01/9999;8002,3;-;Reg;PRÉ;Integrante de Juros;Escritural;Conversível;Subordinada;Transporte e Logística
PRODUTORES ENERGETICOS DE MANSO S/A - PROMAN;PRMN11;07/02/2002;19/10/2001;-;01/01/9999;8002,5;-;Reg;PRÉ;Integrante de Juros;Nominativa;Conversível;Subordinada;Energia Elétrica
NET SERVICOS DE COMUNICACAO SA;PLIM13;07/02/2001;01/12/2000;-;01/01/9999;8003,4;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;TI e Telecomunicações
PANTANAL PLAZA SHOPPING S/A;PTNL12;04/08/1998;01/05/1998;-;01/01/9999;8006,0;-;Reg;IGP-M;Correção Monetária;Nominativa;Não Conversível;Subordinada;Adm Shopping Centers
FG TRUST S/A;FGTR11;27/04/1998;01/01/1998;-;01/01/9999;8006,3;-;Reg;PRÉ;Integrante de Juros;Nominativa;Não Conversível;Subordinada;Financeiro
WTC BRASILIA EMPRE E PARTICIPACOES S/A;SNPL11;19/09/1996;01/11/1997;-;01/01/9999;8006,5;-;Reg;IGP-M;Correção Monetária;Nominativa;Não Conversível;Subordinada;Empr e Part
CPE PENINSULA DO TUCURUCUTUBA;TCTB12;13/08/1998;01/11/1997;-;01/01/9999;8006,5;-;Reg;IGP-M;Correção Monetária;Nominativa;Não Conversível Permutável;Subordinada;Outros
CPE PENINSULA DO TUCURUCUTUBA;TCTB22;13/08/1998;01/11/1997;-;01/01/9999;8006,5;-;Reg;IGP-M;Correção Monetária;Nominativa;Não Conversível Permutável;Subordinada;Outros
CPE PENINSULA DO TUCURUCUTUBA;TCTB32;13/08/1998;01/11/1997;-;01/01/9999;8006,5;-;Reg;IGP-M;Correção Monetária;Nominativa;Não Conversível Permutável;Subordinada;Outros
CPE PENINSULA DO TUCURUCUTUBA;TCTB42;13/08/1998;01/11/1997;-;01/01/9999;8006,5;-;Reg;IGP-M;Correção Monetária;Nominativa;Não Conversível Permutável;Subordinada;Outros
CPE PENINSULA DO TUCURUCUTUBA;TCTB52;13/08/1998;01/11/1997;-;01/01/9999;8006,5;-;Reg;IGP-M;Correção Monetária;Nominativa;Não Conversível Permutável;Subordinada;Outros
CPE PENINSULA DO TUCURUCUTUBA;TCTB62;13/08/1998;01/11/1997;-;01/01/9999;8006,5;-;Reg;IGP-M;Correção Monetária;Nominativa;Não Conversível Permutável;Subordinada;Outros
VALE S/A;CVRDA6;04/10/2002;08/07/1997;-;01/01/9999;8006,8;-;Reg;IGP-M;Correção Monetária;Escritural;Não Conversível;Subordinada;Mineração
WTC RIO EMPREEND E PARTICIPACOES S/A;WTCR11;31/10/1997;01/07/1997;-;01/01/9999;8006,8;-;Reg;IGP-M;Correção Monetária;Nominativa;Não Conversível;Subordinada;Empr e Part
WTC RIO EMPREEND E PARTICIPACOES S/A;WTCR21;31/10/1997;01/07/1997;-;01/01/9999;8006,8;-;Reg;IGP-M;Correção Monetária;Nominativa;Não Conversível;Subordinada;Empr e Part
SHOPPING CENTER TACARUNA S/A;TCRN12;11/09/1996;01/07/1996;-;01/01/9999;8007,8;-;Reg;IGP-M;Correção Monetária;Nominativa;Não Conversível Permutável;Subordinada;Adm Shopping Centers
TEC TOY SA;TOYB11;18/09/1996;01/07/1996;01/03/1997;01/01/9999;8007,8;0,7;Reg;PRÉ;Integrante de Juros;Nominativa;Não Conversível;Subordinada;Outros
HSBX BAURU EMPREENDIMENTOS S/A;HSBX13;01/03/1996;01/12/1995;-;01/01/9999;8008,4;-;Reg;IGP-M;Correção Monetária;Nominativa;Não Conversível;Quirografária;Financeiro
